host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,minimum_maximum_nights,availability_30,availability_365,number_of_reviews,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_private_rooms
2016-06-28,"Brighton, United Kingdom",within a few hours,100%,100%,f,2.0,t,t,Bishopsworth,51.4139,-2.60086,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,4.0,150.0,4.0,150.0,28.0,228.0,0.0,f,1.0,0.0
2017-04-13,"Bristol, United Kingdom",within an hour,99%,97%,f,100.0,t,t,Central,51.46176,-2.60315,Entire home/apt,6.0,2.0,2 baths,2.0,4.0,1.0,1125.0,1.0,1125.0,16.0,343.0,30.0,f,67.0,0.0
2015-02-18,"Bristol, United Kingdom",within an hour,100%,100%,t,3.0,t,t,Central,51.4544,-2.59404,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,2.0,1125.0,2.0,1125.0,13.0,224.0,452.0,t,3.0,0.0
2015-10-16,"Bristol, United Kingdom",within an hour,100%,100%,f,1.0,t,t,Lawrence Hill,51.45233917236328,-2.57738995552063,Entire home/apt,4.0,2.5,2.5 baths,2.0,2.0,2.0,30.0,1.0,1125.0,25.0,62.0,23.0,f,1.0,0.0
2023-05-23,"Bristol, United Kingdom",,,,f,1.0,t,t,Hartcliffe & Withywood,51.402107663311824,-2.5996147468686104,Private room,1.0,0.0,0 baths,1.0,1.0,2.0,2.0,2.0,2.0,29.0,269.0,0.0,f,1.0,1.0
2017-09-13,"England, United Kingdom",within an hour,100%,100%,f,1.0,t,t,Clifton,51.45661,-2.62136,Entire home/apt,4.0,2.5,2.5 baths,2.0,3.0,3.0,1125.0,2.0,1125.0,0.0,48.0,37.0,f,1.0,0.0
2017-10-30,"England, United Kingdom",,,100%,f,3.0,t,t,Clifton Down,51.46521,-2.61108,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,2.0,120.0,2.0,1125.0,0.0,80.0,0.0,t,3.0,2.0
2018-07-01,"Bristol, United Kingdom",within a day,100%,88%,t,1.0,t,f,Bedminster,51.4384,-2.60793,Private room,2.0,1.0,1 private bath,1.0,1.0,1.0,30.0,1.0,30.0,0.0,311.0,35.0,f,1.0,1.0
2017-12-08,"North Devon District, United Kingdom",within an hour,100%,88%,f,1.0,f,t,Westbury-on-Trym & Henleaze,51.49923,-2.62334,Entire home/apt,4.0,1.0,1 bath,2.0,4.0,2.0,60.0,2.0,1125.0,0.0,276.0,53.0,f,1.0,0.0
2015-02-11,"Bristol, United Kingdom",,,0%,f,1.0,t,t,Clifton,51.45346,-2.62255,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,5.0,7.0,5.0,7.0,0.0,291.0,0.0,f,1.0,0.0
2016-02-11,"England, United Kingdom",,,,f,1.0,t,t,Eastville,51.47733,-2.5385,Entire home/apt,4.0,1.5,1.5 baths,2.0,2.0,3.0,30.0,3.0,30.0,27.0,362.0,0.0,f,1.0,0.0
2021-08-30,"England, United Kingdom",within a day,100%,100%,f,1.0,t,t,Brislington West,51.4436472,-2.5641941,Entire home/apt,4.0,2.5,2.5 baths,2.0,3.0,6.0,21.0,6.0,1125.0,30.0,90.0,6.0,t,1.0,0.0
2021-12-01,,within an hour,99%,97%,f,46.0,t,t,Central,51.45594,-2.60506,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,2.0,999.0,15.0,346.0,7.0,f,30.0,0.0
2015-05-12,"Bristol, United Kingdom",a few days or more,0%,9%,f,1.0,t,f,Southville,51.44439,-2.61682,Private room,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,365.0,28.0,254.0,47.0,f,1.0,1.0
2022-07-27,,within an hour,100%,100%,t,1.0,t,t,St George Central,51.46102,-2.52973,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,1125.0,27.0,348.0,18.0,f,1.0,0.0
2015-07-13,"Bristol, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Ashley,51.45984,-2.58424,Private room,2.0,1.5,1.5 baths,1.0,1.0,2.0,7.0,2.0,7.0,9.0,11.0,218.0,f,1.0,1.0
2012-11-04,"Bristol, United Kingdom",within an hour,100%,100%,t,2.0,t,t,Eastville,51.47367,-2.55613,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,30.0,2.0,30.0,27.0,40.0,13.0,f,2.0,1.0
2022-02-19,"Bristol, United Kingdom",within a few hours,91%,82%,t,1.0,t,t,Clifton,51.46068,-2.62352,Entire home/apt,4.0,2.0,2 baths,2.0,4.0,2.0,1125.0,1.0,1125.0,19.0,285.0,77.0,f,1.0,0.0
2015-11-05,"Bristol, United Kingdom",,,,f,1.0,t,t,Stoke Bishop,51.485200037949696,-2.650784886369333,Private room,1.0,1.5,1.5 shared baths,1.0,3.0,3.0,365.0,3.0,365.0,0.0,94.0,2.0,f,1.0,1.0
2020-02-03,,within an hour,100%,100%,t,4.0,t,t,Clifton Down,51.47014,-2.61563,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,365.0,2.0,1125.0,16.0,76.0,108.0,f,4.0,0.0
2012-03-11,"Bristol, United Kingdom",within a day,100%,40%,f,1.0,t,t,Southville,51.44532,-2.60633,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,3.0,365.0,3.0,365.0,7.0,20.0,9.0,f,1.0,0.0
2023-06-23,"Leeds, United Kingdom",within an hour,100%,99%,f,49.0,t,t,Ashley,51.46043700000001,-2.5843093,Entire home/apt,5.0,1.0,1 bath,2.0,5.0,2.0,365.0,2.0,365.0,22.0,52.0,1.0,t,1.0,0.0
2021-07-03,"Cheltenham, United Kingdom",within an hour,83%,100%,f,15.0,t,t,Ashley,51.46074,-2.58547,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,28.0,2.0,1125.0,15.0,328.0,26.0,t,15.0,0.0
2018-09-06,"Bristol, United Kingdom",within an hour,100%,93%,t,1.0,t,t,Hengrove & Whitchurch Park,51.4125889,-2.5844344,Private room,1.0,1.0,1 private bath,2.0,1.0,1.0,14.0,1.0,14.0,27.0,177.0,14.0,f,1.0,1.0
2019-10-04,,within an hour,100%,50%,f,1.0,t,t,Filwood,51.42974765987624,-2.597266982836738,Private room,2.0,1.0,1 shared bath,1.0,1.0,1.0,2.0,1.0,2.0,29.0,358.0,2.0,f,1.0,1.0
2019-08-19,,within an hour,100%,100%,t,5.0,t,t,Central,51.45344924926758,-2.592478036880493,Entire home/apt,4.0,2.0,2 baths,2.0,2.0,1.0,1125.0,2.0,999.0,6.0,196.0,19.0,t,5.0,0.0
2023-08-03,"Bristol, United Kingdom",within an hour,100%,87%,,25.0,t,t,Knowle,51.429439,-2.5767052,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,4.0,365.0,4.0,1125.0,17.0,77.0,3.0,t,18.0,0.0
2023-08-03,"Bristol, United Kingdom",within an hour,100%,87%,,25.0,t,t,Lawrence Hill,51.46121376175224,-2.57390891278323,Entire home/apt,11.0,2.0,2 baths,4.0,5.0,3.0,365.0,2.0,1125.0,0.0,37.0,4.0,t,18.0,0.0
2020-06-22,"Bristol, United Kingdom",,,0%,f,1.0,t,t,Ashley,51.46872,-2.59101,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,4.0,30.0,4.0,30.0,28.0,178.0,21.0,f,1.0,0.0
2024-01-31,,within an hour,100%,98%,f,1.0,t,t,Horfield,51.48882,-2.58534,Entire home/apt,12.0,3.0,3 baths,6.0,6.0,2.0,1125.0,1.0,365.0,9.0,292.0,28.0,t,1.0,0.0
2014-03-14,"Bristol, United Kingdom",within a few hours,100%,80%,t,1.0,t,t,Clifton,51.45312,-2.62177,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2.0,10.0,1.0,10.0,4.0,7.0,18.0,f,1.0,0.0
2015-08-04,"Bristol, United Kingdom",within an hour,100%,99%,t,1.0,t,t,Windmill Hill,51.44214,-2.57977,Private room,2.0,1.0,1 private bath,1.0,1.0,1.0,3.0,1.0,1125.0,20.0,75.0,362.0,t,1.0,1.0
2021-05-02,,within a few hours,85%,86%,t,1.0,t,t,Lockleaze,51.47821,-2.56326,Private room,1.0,1.0,1 shared bath,1.0,1.0,1.0,30.0,1.0,30.0,18.0,72.0,195.0,f,1.0,1.0
2011-05-17,"Bristol, United Kingdom",within an hour,100%,100%,t,2.0,t,t,Clifton Down,51.46318,-2.6055,Entire home/apt,5.0,2.0,2 baths,2.0,3.0,1.0,180.0,1.0,180.0,20.0,298.0,35.0,f,2.0,0.0
2023-03-09,,within a few hours,90%,79%,f,7.0,t,t,Ashley,51.46424,-2.58474,Entire home/apt,8.0,1.0,1 bath,3.0,4.0,7.0,365.0,1.0,365.0,5.0,331.0,7.0,f,5.0,0.0
2015-07-20,"Bristol, United Kingdom",,,100%,f,1.0,t,t,Eastville,51.47145,-2.55159,Private room,1.0,1.0,1 shared bath,1.0,1.0,2.0,14.0,2.0,14.0,0.0,6.0,54.0,f,1.0,1.0
2017-10-11,,within an hour,100%,96%,f,39.0,t,t,Clifton Down,51.46411,-2.61625,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,2.0,365.0,2.0,1125.0,19.0,343.0,45.0,t,25.0,0.0
2012-09-10,"Bristol, United Kingdom",within an hour,100%,49%,t,2.0,t,t,Knowle,51.43654,-2.57331,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,2.0,60.0,2.0,60.0,20.0,79.0,3.0,f,2.0,1.0
2017-08-11,"Bristol, United Kingdom",within an hour,100%,92%,f,37.0,t,t,Clifton Down,51.45902,-2.6088,Entire home/apt,4.0,2.0,2 baths,1.0,2.0,1.0,365.0,2.0,999.0,19.0,321.0,1.0,t,25.0,0.0
2016-09-21,"Bristol, United Kingdom",within an hour,100%,94%,t,1.0,t,t,Bedminster,51.43936,-2.60179,Private room,1.0,1.0,1 private bath,1.0,1.0,2.0,365.0,2.0,365.0,19.0,19.0,73.0,f,1.0,1.0
2023-02-17,,within an hour,100%,99%,f,156.0,t,t,Central,51.45605,-2.59059,Entire home/apt,4.0,2.0,2 baths,2.0,2.0,1.0,365.0,1.0,2.0,26.0,312.0,41.0,t,8.0,0.0
2020-11-29,"England, United Kingdom",within an hour,100%,94%,t,3.0,t,t,Ashley,51.47037,-2.58387,Private room,2.0,1.0,1 private bath,1.0,0.0,12.0,1125.0,9.0,1125.0,22.0,59.0,8.0,f,3.0,3.0
2020-03-01,"Bristol, United Kingdom",within a day,100%,57%,t,1.0,t,f,Clifton Down,51.461328845279645,-2.6155773800458992,Private room,2.0,1.0,1 private bath,1.0,1.0,1.0,2.0,1.0,2.0,25.0,146.0,82.0,f,1.0,1.0
2018-02-16,"England, United Kingdom",,,100%,f,1.0,t,t,Brislington West,51.44302,-2.55492,Entire home/apt,6.0,1.5,1.5 baths,3.0,4.0,2.0,14.0,1.0,14.0,5.0,8.0,22.0,f,1.0,0.0
2017-08-27,"Bristol, United Kingdom",within an hour,100%,79%,f,1.0,t,t,Central,51.448,-2.58496,Private room,1.0,1.0,1 shared bath,1.0,1.0,3.0,28.0,2.0,28.0,9.0,335.0,32.0,f,1.0,1.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Lawrence Hill,51.4578833,-2.5831992,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1.0,365.0,1.0,365.0,6.0,6.0,75.0,t,148.0,3.0
2016-01-16,"London, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Windmill Hill,51.4347792468944,-2.6024869231424663,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,2.0,365.0,2.0,365.0,8.0,139.0,171.0,f,1.0,0.0
2018-09-03,"Bristol, United Kingdom",within an hour,100%,98%,t,8.0,t,t,Brislington West,51.43165,-2.55023,Private room,1.0,1.0,1 shared bath,2.0,2.0,15.0,365.0,3.0,365.0,20.0,20.0,1.0,f,7.0,7.0
2013-07-19,"Bristol, United Kingdom",within an hour,100%,60%,f,1.0,t,t,Ashley,51.46949,-2.58385,Private room,2.0,1.5,1.5 baths,1.0,1.0,1.0,1125.0,1.0,1125.0,26.0,360.0,452.87,f,1.0,1.0
2014-08-21,"Bristol, United Kingdom",,,67%,f,1.0,t,t,Easton,51.454443789841534,-2.558887450975328,Private room,1.0,1.0,1 shared bath,1.0,1.0,3.0,365.0,3.0,365.0,23.0,358.0,1.0,f,1.0,1.0
2020-01-11,"England, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Brislington West,51.44503,-2.55285,Private room,2.0,1.0,1 shared bath,1.0,1.0,1.0,365.0,1.0,1125.0,30.0,335.0,148.0,t,1.0,1.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Hotwells & Harbourside,51.453766,-2.603581,Entire home/apt,4.0,1.5,1.5 baths,2.0,2.0,1.0,365.0,1.0,365.0,18.0,127.0,2.0,t,148.0,3.0
2015-07-05,"Bristol, United Kingdom",within a few hours,100%,50%,t,3.0,t,t,Clifton,51.45705,-2.61131,Private room,2.0,1.0,1 shared bath,1.0,1.0,2.0,1125.0,2.0,1125.0,25.0,360.0,35.0,f,2.0,2.0
2014-09-01,"England, United Kingdom",within a few hours,100%,90%,f,1.0,t,t,Clifton,51.45319,-2.61554,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,4.0,1125.0,4.0,1125.0,0.0,0.0,210.0,f,1.0,0.0
2016-07-30,"Bristol, United Kingdom",,,,f,1.0,t,t,Bishopston & Ashley Down,51.48332,-2.58125,Private room,1.0,1.5,1.5 shared baths,1.0,1.0,2.0,5.0,2.0,1125.0,4.0,4.0,22.0,f,1.0,1.0
2024-12-18,"Bristol, United Kingdom",within an hour,100%,100%,f,2.0,t,t,Clifton Down,51.45911438054162,-2.6114702324549954,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,1125.0,2.0,365.0,20.0,61.0,0.0,t,2.0,0.0
2025-02-24,,within an hour,100%,100%,f,10.0,t,t,Avonmouth & Lawrence Weston,51.49834,-2.69295,Entire home/apt,8.0,1.0,1 bath,4.0,7.0,1.0,365.0,2.0,365.0,0.0,78.0,0.0,t,1.0,0.0
2022-11-01,"Bristol, United Kingdom",within a few hours,100%,90%,f,8.0,t,t,Westbury-on-Trym & Henleaze,51.49221629641817,-2.6362593841985507,Private room,1.0,1.0,1 shared bath,1.0,1.0,1.0,365.0,1.0,1125.0,30.0,365.0,0.0,t,7.0,7.0
2014-01-18,"Bristol, United Kingdom",within a few hours,100%,83%,t,3.0,t,t,Ashley,51.46774,-2.58777,Private room,2.0,1.0,1 private bath,1.0,1.0,2.0,21.0,2.0,21.0,24.0,91.0,366.0,f,3.0,2.0
2022-01-18,,within an hour,100%,99%,t,9.0,t,t,Southville,51.44292,-2.60073,Private room,3.0,1.0,1 private bath,1.0,2.0,1.0,365.0,1.0,365.0,16.0,254.0,28.0,t,9.0,5.0
2014-06-07,"Bristol, United Kingdom",within an hour,80%,95%,f,2.0,t,t,Ashley,51.47023,-2.58641,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,2.0,365.0,1.0,1125.0,24.0,87.0,58.0,f,2.0,0.0
2024-05-29,,within an hour,100%,91%,t,1.0,f,t,Westbury-on-Trym & Henleaze,51.48098,-2.60832,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,3.0,365.0,3.0,365.0,24.0,226.0,19.0,f,1.0,0.0
2015-11-05,"England, United Kingdom",within an hour,100%,98%,t,193.0,t,t,Southville,51.4456,-2.606,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,3.0,150.0,3.0,150.0,16.0,138.0,47.0,f,4.0,0.0
2017-06-12,"Manchester, United Kingdom",within an hour,100%,98%,f,8.0,t,t,Ashley,51.46719,-2.58066,Entire home/apt,5.0,1.0,1 bath,2.0,4.0,2.0,365.0,2.0,365.0,20.0,248.0,47.0,t,3.0,0.0
2016-08-15,"Bristol, United Kingdom",within an hour,100%,99%,f,1.0,t,t,Easton,51.46757,-2.56201,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1.0,16.0,1.0,16.0,14.0,314.0,415.0,f,1.0,0.0
2017-01-03,"Bristol, United Kingdom",within an hour,100%,98%,t,1.0,t,t,Clifton Down,51.46831,-2.61126,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,1125.0,2.0,1125.0,4.0,27.0,99.0,f,1.0,0.0
2015-06-09,"Bristol, United Kingdom",within a few hours,100%,92%,t,2.0,t,t,Brislington West,51.44052505493164,-2.5592401027679443,Entire home/apt,5.0,1.0,1 bath,2.0,3.0,1.0,1125.0,1.0,1125.0,0.0,237.0,426.0,f,2.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Clifton Down,51.4622836,-2.6153019,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,365.0,23.0,348.0,16.0,t,148.0,3.0
2021-08-16,"Bristol, United Kingdom",within an hour,100%,99%,t,1.0,t,t,Clifton,51.45572,-2.61123,Entire home/apt,5.0,1.0,1 bath,2.0,3.0,2.0,45.0,2.0,30.0,0.0,153.0,93.0,f,1.0,0.0
2017-05-02,"Bristol, United Kingdom",within an hour,100%,0%,f,1.0,t,t,Hartcliffe & Withywood,51.40949634939868,-2.600020255944149,Private room,2.0,0.5,Private half-bath,3.0,1.0,1.0,365.0,1.0,365.0,30.0,365.0,0.0,f,1.0,1.0
2024-12-19,,within an hour,100%,100%,f,1.0,t,t,Avonmouth & Lawrence Weston,51.49944587722644,-2.66127135038929,Entire home/apt,6.0,2.5,2.5 baths,3.0,5.0,2.0,1125.0,1.0,365.0,14.0,342.0,9.0,t,1.0,0.0
2023-05-23,,within an hour,100%,100%,f,1.0,t,t,Knowle,51.43598190231009,-2.563924938440323,Entire home/apt,7.0,1.0,1 bath,3.0,5.0,3.0,7.0,3.0,7.0,29.0,361.0,6.0,f,1.0,0.0
2022-11-30,,within an hour,100%,100%,f,14.0,t,t,Lawrence Hill,51.4555,-2.57894,Entire home/apt,8.0,2.0,2 baths,3.0,6.0,1.0,365.0,1.0,731.0,25.0,158.0,14.0,t,14.0,0.0
2014-08-03,"Bristol, United Kingdom",within an hour,100%,100%,f,1.0,t,t,Clifton Down,51.45952224731445,-2.6107959747314453,Entire home/apt,2.0,1.0,1 bath,1.0,0.0,1.0,365.0,1.0,365.0,16.0,333.0,452.87,f,1.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Central,51.449959,-2.596754,Entire home/apt,2.0,1.0,1 bath,1.0,0.0,1.0,365.0,1.0,1125.0,9.0,292.0,81.0,f,148.0,3.0
2022-03-25,"Bristol, United Kingdom",within a few hours,100%,44%,f,1.0,t,t,Frome Vale,51.48967,-2.53387,Private room,1.0,2.0,2 shared baths,1.0,1.0,2.0,365.0,2.0,365.0,4.0,64.0,0.0,f,1.0,1.0
2015-01-27,,within an hour,100%,55%,f,6.0,t,t,Avonmouth & Lawrence Weston,51.49593,-2.66106,Entire home/apt,5.0,2.5,2.5 baths,3.0,4.0,5.0,365.0,5.0,365.0,0.0,261.0,0.0,t,4.0,0.0
2019-05-02,"Bristol, United Kingdom",within an hour,100%,100%,f,1.0,t,t,Windmill Hill,51.44372953870296,-2.5804633271398503,Entire home/apt,8.0,1.5,1.5 baths,3.0,4.0,2.0,1125.0,2.0,2.0,6.0,217.0,11.0,t,1.0,0.0
2024-10-16,,within an hour,100%,100%,f,4.0,t,t,Central,51.45976824577065,-2.591970117023534,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,365.0,2.0,365.0,0.0,45.0,2.0,t,4.0,0.0
2017-10-01,"Leeds, United Kingdom",within an hour,100%,100%,f,194.0,t,t,Windmill Hill,51.43791835775613,-2.592181004447668,Entire home/apt,12.0,1.5,1.5 baths,4.0,9.0,1.0,365.0,1.0,365.0,10.0,105.0,4.0,t,22.0,0.0
2016-07-04,"Bristol, United Kingdom",within an hour,100%,99%,t,8.0,t,t,Brislington West,51.44336805257222,-2.569022811949253,Entire home/apt,8.0,3.0,3 baths,3.0,5.0,2.0,28.0,2.0,1125.0,16.0,260.0,57.0,t,7.0,0.0
2015-02-16,"London, United Kingdom",within a few hours,100%,50%,f,1.0,t,t,Eastville,51.47722,-2.5457,Entire home/apt,7.0,2.0,2 baths,4.0,5.0,3.0,21.0,3.0,21.0,0.0,60.0,16.0,f,1.0,0.0
2023-04-11,,within an hour,100%,100%,t,1.0,t,t,Central,51.45667,-2.60573,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,2.0,24.0,1.0,24.0,15.0,282.0,44.0,t,1.0,0.0
2015-04-14,"Bristol, United Kingdom",within an hour,100%,96%,t,1.0,t,t,Clifton,51.45661,-2.61726,Entire home/apt,4.0,2.0,2 baths,2.0,2.0,2.0,30.0,2.0,30.0,0.0,0.0,362.0,f,1.0,0.0
2016-06-08,,within an hour,100%,88%,f,1.0,t,t,Clifton,51.45603089999999,-2.6157175,Entire home/apt,4.0,2.0,2 baths,2.0,3.0,2.0,28.0,2.0,1125.0,9.0,9.0,15.0,f,1.0,0.0
2015-06-23,"London, United Kingdom",within an hour,100%,96%,f,8.0,t,t,Bishopston & Ashley Down,51.48538,-2.58522,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1.0,365.0,1.0,365.0,1.0,76.0,3.0,t,4.0,0.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Bishopston & Ashley Down,51.48394889999999,-2.5869086,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1.0,365.0,1.0,365.0,26.0,359.0,0.0,t,148.0,3.0
2015-08-10,"Bristol, United Kingdom",within an hour,100%,100%,f,1.0,t,t,Windmill Hill,51.44098,-2.58926,Private room,2.0,1.0,1 private bath,1.0,0.0,2.0,7.0,2.0,7.0,4.0,4.0,67.0,t,1.0,1.0
2015-12-18,"Bristol, United Kingdom",within an hour,100%,97%,f,33.0,t,t,Frome Vale,51.48564,-2.55196,Entire home/apt,5.0,1.0,1 bath,3.0,4.0,2.0,1125.0,2.0,1125.0,15.0,345.0,53.0,t,26.0,0.0
2016-10-08,"Bristol, United Kingdom",within an hour,100%,98%,t,2.0,t,t,Ashley,51.46839,-2.58557,Private room,2.0,1.0,1 shared bath,1.0,1.0,2.0,30.0,2.0,30.0,2.0,31.0,372.0,f,1.0,1.0
2015-12-18,"Bristol, United Kingdom",within an hour,100%,97%,f,33.0,t,t,Avonmouth & Lawrence Weston,51.49054,-2.67777,Entire home/apt,5.0,1.0,1 bath,3.0,5.0,2.0,1121.0,3.0,1125.0,21.0,74.0,35.0,t,26.0,0.0
2016-06-05,"England, United Kingdom",within an hour,100%,100%,f,1.0,t,f,Redland,51.47831,-2.59606,Private room,2.0,1.0,1 shared bath,1.0,1.0,1.0,1125.0,1.0,1125.0,1.0,22.0,52.0,f,1.0,1.0
2015-03-14,"Bristol, United Kingdom",within an hour,100%,78%,f,3.0,t,t,Eastville,51.47815569999999,-2.5427825,Private room,1.0,1.0,1 shared bath,1.0,1.0,1.0,1.0,1.0,1.0,30.0,32.0,91.0,f,3.0,3.0
2016-06-07,"Bristol, United Kingdom",,,100%,f,1.0,t,t,Southville,51.4419,-2.62219,Private room,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,365.0,29.0,269.0,3.0,f,1.0,1.0
2017-04-13,"Bristol, United Kingdom",within an hour,99%,97%,f,100.0,t,t,Brislington West,51.44164,-2.55912,Entire home/apt,4.0,1.0,1 bath,1.0,3.0,1.0,1125.0,1.0,1125.0,27.0,362.0,55.0,f,67.0,0.0
2016-09-18,"Bristol, United Kingdom",within an hour,100%,100%,t,1.0,t,t,Clifton Down,51.46006,-2.61294,Private room,1.0,1.0,1 shared bath,1.0,1.0,1.0,1125.0,1.0,1125.0,9.0,74.0,452.87,f,1.0,1.0
2024-03-29,"Bristol, United Kingdom",within an hour,100%,100%,t,2.0,t,t,Lawrence Hill,51.44847,-2.57541,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,2.0,1125.0,1.0,1125.0,22.0,259.0,56.0,f,2.0,0.0
2013-03-21,"Bristol, United Kingdom",within an hour,100%,99%,f,14.0,t,t,Central,51.45687,-2.60778,Entire home/apt,2.0,1.0,1 bath,1.0,0.0,28.0,365.0,28.0,1125.0,0.0,231.0,4.0,f,11.0,7.0
2016-03-31,"Bristol, United Kingdom",within an hour,100%,100%,f,210.0,t,t,Hotwells & Harbourside,51.45072,-2.60262,Entire home/apt,4.0,1.5,1.5 baths,2.0,2.0,2.0,365.0,2.0,1125.0,0.0,170.0,0.0,f,148.0,3.0
2020-08-02,"Bristol, United Kingdom",within an hour,100%,95%,t,2.0,t,t,Ashley,51.46154,-2.58598,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2.0,365.0,2.0,365.0,22.0,243.0,195.0,f,2.0,0.0
2023-10-03,,within an hour,100%,95%,f,1.0,t,f,Easton,51.4563755,-2.5605849,Entire home/apt,6.0,1.5,1.5 baths,3.0,4.0,1.0,365.0,1.0,365.0,19.0,69.0,13.0,t,1.0,0.0
2016-03-28,,within a day,75%,47%,f,1.0,t,f,Easton,51.46265,-2.55953,Private room,2.0,1.0,1 shared bath,1.0,1.0,1.0,7.0,1.0,7.0,26.0,81.0,58.0,f,1.0,1.0
2014-08-13,"Bristol, United Kingdom",within a day,100%,54%,f,1.0,t,t,Frome Vale,51.48381,-2.53986,Entire home/apt,2.0,1.0,1 bath,2.0,1.0,14.0,90.0,14.0,90.0,0.0,34.0,10.0,f,1.0,0.0
2015-08-07,"England, United Kingdom",within a day,100%,89%,t,1.0,t,t,Southville,51.4420446,-2.6126613,Private room,2.0,1.0,1 private bath,1.0,1.0,1.0,183.0,1.0,183.0,13.0,344.0,26.0,f,1.0,1.0
2017-04-13,"Bristol, United Kingdom",within an hour,99%,97%,f,100.0,t,t,Clifton Down,51.46805,-2.61449,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,2.0,365.0,1.0,365.0,18.0,351.0,22.0,f,67.0,0.0
2014-02-11,,within a few hours,100%,40%,f,2.0,t,t,Hotwells & Harbourside,51.44947,-2.62182,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,3.0,1125.0,3.0,1125.0,28.0,146.0,2.0,f,2.0,0.0
2014-03-08,"Bristol, United Kingdom",,,100%,f,1.0,t,t,Southville,51.44179,-2.60369,Entire home/apt,5.0,1.5,1.5 baths,3.0,2.0,4.0,730.0,4.0,730.0,0.0,52.0,18.0,f,1.0,0.0
2017-04-13,"Bristol, United Kingdom",within an hour,99%,97%,f,100.0,t,t,Central,51.45745679685183,-2.596137238428134,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1.0,365.0,1.0,365.0,25.0,360.0,7.0,t,67.0,0.0
2017-06-02,"Frampton Cotterell, United Kingdom",within an hour,100%,99%,f,52.0,t,t,Brislington West,51.44045,-2.55577,Entire home/apt,4.0,2.0,2 baths,2.0,3.0,2.0,365.0,2.0,365.0,25.0,343.0,11.0,t,4.0,0.0
2018-07-11,"Bristol, United Kingdom",,,0%,f,2.0,t,t,Ashley,51.473286,-2.589571,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,3.0,21.0,3.0,1125.0,0.0,169.0,9.0,f,1.0,0.0
2015-07-14,"Bristol, United Kingdom",within a day,71%,29%,f,3.0,t,t,Hengrove & Whitchurch Park,51.41107,-2.58947,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,7.0,365.0,7.0,365.0,28.0,363.0,0.0,f,1.0,0.0
